numero,nombre,causa contaminante,area influencia (kms),descripcion,fecha apertura,comuna de tramitacion,status
35638-50150-GO,Michilla,contaminacion del aire,12.99,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,08/12/1984,Freirina,en tramite
71436-24907-FH,Pascua,contaminacion del aire,20.01,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",21/05/2007,Colina,en tramite
76455-45797-BG,SQM - Yumbes,contaminacion del aire,33.75,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",15/12/1987,San Felipe,en tramite
88016-84602-ED,"Gabelli Equity Trust, Inc. (The)",contaminacion de la cadena trofica,20.14,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,28/09/2010,Curarrehue,en tramite
1413-59914-JL,The Community Financial Corporation,contaminacion de suelo,29.47,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",07/10/2018,Longavi,en tramite
86482-22767-AI,Central Garden & Pet Company,contaminacion del aire,0.11,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,09/07/2015,Vallenar,en tramite
8894-3943-NK,United Microelectronics Corporation,contaminacion de suelo,21.95,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,19/01/1987,Treguaco,en tramite
24914-36911-BD,"Delcath Systems, Inc.",contaminacion del aire,16.54,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",04/06/1985,Rauco,en tramite
77954-83908-BB,Carola,contaminacion de la cadena trofica,10.54,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",02/04/1996,Canela,en tramite
592-33323-JK,Collahuasi,contaminacion de suelo,44.99,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,17/08/2004,San Rosendo,en tramite
20169-54613-HE,Vanguard Russell 3000 ETF,contaminacion de la cadena trofica,45.27,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,27/01/2017,Cauquenes,en tramite
12434-1623-KB,EQT Corporation,contaminacion de suelo,29.54,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",13/01/1997,San Javier,en tramite
63233-481-EN,GlaxoSmithKline PLC,contaminacion del aire,33.79,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,08/03/2004,San Miguel,en tramite
62545-52987-HJ,Carvana Co.,contaminacion de suelo,27.26,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,24/04/2017,Alto Hospicio,en tramite
96500-24418-BJ,Northern Trust Corporation,contaminacion del aire,48.04,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",02/09/2005,Vallenar,en tramite
53605-5653-BG,Galectin Therapeutics Inc.,contaminacion de suelo,28.73,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,11/08/2001,Huara,en tramite
1919-91010-OA,Las Pataguas,contaminacion del aire,48.74,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,02/01/2019,Pozo Almonte,en tramite
45685-40959-KM,"LM Funding America, Inc.",contaminacion del aire,14.2,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,21/01/2010,Curepto,en tramite
91012-15850-BE,American Homes 4 Rent,contaminacion de suelo,37.17,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",21/10/1989,Puqueldon,en tramite
22320-48817-NJ,Cordillera - Tenardita,contaminacion del aire,10.33,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",13/04/1992,San Fabian,en tramite
18131-96837-HJ,"Financial Engines, Inc.",contaminacion de la cadena trofica,40.89,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",16/07/1995,Vitacura,en tramite
49719-69130-AG,Ojos del Salado,contaminacion de la cadena trofica,5.81,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",19/04/2018,Cabrero,en tramite
14743-83792-GK,Container Store (The),contaminacion de suelo,48.37,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",02/02/2017,Talagante,en tramite
34629-15031-NE,Mantos de la Luna,contaminacion del aire,9.4,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",28/12/1983,Tortel,en tramite
63788-52227-KO,Abeona Therapeutics Inc.,contaminacion de suelo,5.14,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",27/08/2001,Portezuelo,en tramite
29906-80653-DB,La Pepa,contaminacion de suelo,0.52,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,30/07/2012,Coronel,en tramite
55108-90924-GE,"AMC Entertainment Holdings, Inc.",contaminacion de la cadena trofica,12.36,In congue. Etiam justo. Etiam pretium iaculis justo.,25/08/1956,Isla de Pascua,en tramite
18824-43107-OG,Los Pelambres,contaminacion del aire,1.67,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,22/01/2005,Ollagüe,en tramite
81761-89527-AB,"First Hawaiian, Inc.",contaminacion de la cadena trofica,32.55,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",11/04/2013,Arica,en tramite
92416-33603-DO,Apollo Senior Floating Rate Fund Inc.,contaminacion de suelo,34.21,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,08/01/2008,Olmue,en tramite
43427-53225-DJ,Eagle Bulk Shipping Inc.,contaminacion del aire,33.22,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",02/11/1997,Constitucion,en tramite
59975-13041-LL,Romeral,contaminacion de la cadena trofica,41.16,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,23/02/2008,Algarrobo,en tramite
49522-74687-MM,Nuveen Michigan Quality Municipal Income Fund,contaminacion del aire,0.21,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,23/09/2007,Cerrillos,en tramite
43282-95069-HG,PIMCO Dynamic Credit and Mortgage Income Fund,contaminacion de la cadena trofica,3.26,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",08/08/1993,Calle Larga,en tramite
1694-42216-AK,AdvisorShares Market Adaptive Unconstrained Income ETF,contaminacion del aire,49.41,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,12/11/1992,Quillon,en tramite
58295-78792-DB,"Everspin Technologies, Inc.",contaminacion de suelo,4.35,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,23/09/1967,Litueche,en tramite
85834-17108-HN,EQT Corporation,contaminacion de suelo,40.4,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",16/04/1991,Chiguayante,en tramite
34644-24798-MG,"Appliance Recycling Centers of America, Inc.",contaminacion de suelo,39.11,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,02/02/2018,Casablanca,en tramite
17633-11899-DG,Galectin Therapeutics Inc.,contaminacion de la cadena trofica,1.88,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",09/10/2018,Empedrado,en tramite
96874-1535-ON,CMP - Los Colorados,contaminacion de suelo,42.38,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",28/01/2019,General Lagos,en tramite
99553-41654-BN,"Xenia Hotels & Resorts, Inc.",contaminacion de suelo,33.66,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",27/06/2003,Loncoche,en tramite
47164-62670-MB,Collahuasi,contaminacion de la cadena trofica,10.89,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,20/03/2010,San Carlos,en tramite
81617-12219-AJ,Anheuser-Busch Inbev SA,contaminacion de la cadena trofica,28.52,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",05/11/1981,Coquimbo,en tramite
76043-44588-BB,Neff Corporation,contaminacion de la cadena trofica,5.62,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",08/01/1978,Independencia,en tramite
52840-20625-GB,Laguna Siren,contaminacion de la cadena trofica,11.56,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",16/05/2018,Combarbala,en tramite
36116-14434-IB,Kilroy Realty Corporation,contaminacion de suelo,15.09,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",09/06/2007,Pica,en tramite
29312-57946-EE,"AMC Entertainment Holdings, Inc.",contaminacion del aire,45.62,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,16/08/2016,San Jose de Maipo,en tramite
82425-57426-FN,Crawford & Company,contaminacion de suelo,0.04,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",11/03/2007,San Felipe,en tramite
26265-43322-KO,Credit Acceptance Corporation,contaminacion del aire,7.72,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,11/08/2006,Pemuco,en tramite
7952-94738-DI,Michilla,contaminacion de la cadena trofica,13.65,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,22/10/2010,Freire,en tramite
63044-98880-GI,III de Atacama Minerals - Aguas Blancas,contaminacion de la cadena trofica,2.95,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",05/08/2000,La Higuera,en tramite
65888-26684-MB,Ferton,contaminacion del aire,16.48,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,06/07/1968,Maule,en tramite
68459-91665-KE,"Clear Channel Outdoor Holdings, Inc.",contaminacion de la cadena trofica,14.48,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",23/08/1973,Antartica,en tramite
36367-96006-EG,"Destination XL Group, Inc.",contaminacion del aire,48.96,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",14/05/1991,Andacollo,en tramite
53775-18720-LB,"Clear Channel Outdoor Holdings, Inc.",contaminacion del aire,43.72,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Mauris viverra diam vitae quam. Suspendisse potenti.",08/04/2001,Mulchen,en tramite
17045-64137-MH,Tuina,contaminacion de suelo,10.18,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,20/05/2012,Pucon,en tramite
53627-49493-LM,Las Luces,contaminacion de suelo,40.35,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",14/09/2002,Mostazal,en tramite
87699-27641-MJ,Tata Motors Ltd,contaminacion del aire,28.02,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,08/03/2015,Villa Alegre,en tramite
8925-42176-FB,Cerro Negro,contaminacion del aire,41.51,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,05/06/1988,Lampa,en tramite
13899-89276-AI,"Diamond Hill Investment Group, Inc.",contaminacion de la cadena trofica,9.56,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,24/03/1976,Diego de Almagro,en tramite
74933-74790-NL,Randgold Resources Limited,contaminacion de la cadena trofica,48.98,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",30/05/2011,San Ignacio,en tramite
85294-12727-BB,Cosayach - Cala Cala,contaminacion de la cadena trofica,17.7,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",15/05/2019,San Esteban,en tramite
3132-69276-OB,Apollo Senior Floating Rate Fund Inc.,contaminacion del aire,31.34,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",09/06/2012,Zapallar,en tramite
55966-22230-KJ,"Universal Stainless & Alloy Products, Inc.",contaminacion de suelo,39.66,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",19/12/1979,Pumanque,en tramite
3980-54606-FH,ACF - Lagunas,contaminacion de suelo,16.45,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",06/03/2016,Panguipulli,en tramite
16862-45774-FM,"Taiwan Fund, Inc. (The)",contaminacion de suelo,18.75,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",17/04/2004,Donihue,en tramite
68908-84144-KH,Central Garden & Pet Company,contaminacion del aire,28.17,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",28/01/2006,Quellon,en tramite
11406-68342-FG,Linderos,contaminacion de suelo,39.67,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",06/05/1991,Coelemu,en tramite
41830-13905-MI,"Sierra Oncology, Inc.",contaminacion de suelo,21.77,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,11/03/2013,Treguaco,en tramite
1003-80549-AM,"OraSure Technologies, Inc.",contaminacion de suelo,1.79,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,25/01/1963,Colchane,en tramite
47246-23551-OH,Enel Generacion Chile S.A.,contaminacion de la cadena trofica,33.32,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,30/05/1993,Sagrada Familia,en tramite
62038-71908-GD,Nuveen Connecticut Quality Municipal Income Fund,contaminacion de suelo,32.13,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",24/10/1991,Longavi,en tramite
96564-93908-DM,Cosayach - Negreiros,contaminacion de suelo,15.28,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,04/09/1994,Maria Elena,en tramite
45652-18927-EB,Carola,contaminacion de la cadena trofica,25.48,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Mauris viverra diam vitae quam. Suspendisse potenti.",22/12/2012,Rio Ibanez,en tramite
30016-10630-BF,"AMC Entertainment Holdings, Inc.",contaminacion del aire,30.61,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,24/01/2016,Andacollo,en tramite
8948-23992-BJ,Silicon Motion Technology Corporation,contaminacion del aire,45.24,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,05/01/1994,Tolten,en tramite
72916-41258-OF,Tekla Healthcare Opportunies Fund,contaminacion de suelo,39.44,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,02/10/2006,Tome,en tramite
57100-10864-GM,"Dupont Fabros Technology, Inc.",contaminacion de la cadena trofica,9.54,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,25/08/2004,Osorno,en tramite
42332-56604-NM,Western Alliance Bancorporation,contaminacion del aire,38.58,In congue. Etiam justo. Etiam pretium iaculis justo.,28/10/2007,Penaflor,en tramite
93740-23257-HL,Vanguard Russell 3000 ETF,contaminacion de suelo,8.49,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,21/04/2004,Monte Patria,en tramite
3149-51274-DG,Merus Labs International Inc.,contaminacion de la cadena trofica,35.32,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",25/08/1988,Los Alamos,en tramite
81344-55516-BL,Georgia Power Company,contaminacion de suelo,33.12,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,24/03/2007,Chile Chico,en tramite
43783-61819-DD,Bed Bath & Beyond Inc.,contaminacion del aire,23.46,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,07/06/2004,Cochamo,en tramite
14193-55485-HD,First Trust Multi-Asset Diversified Income Index Fund,contaminacion de la cadena trofica,21.43,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,10/01/2018,Vicuna,en tramite
34505-56462-BB,"Blackhawk Network Holdings, Inc.",contaminacion del aire,0.78,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,24/11/2003,Talca,en tramite
36096-70850-OO,Manantial,contaminacion de la cadena trofica,42.93,Fusce consequat. Nulla nisl. Nunc nisl.,16/03/1995,Lo Barnechea,en tramite
15649-12820-BM,"National American University Holdings, Inc.",contaminacion de la cadena trofica,16.72,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",07/02/1993,General Lagos,en tramite
632-41895-AI,Marte Lobo,contaminacion de suelo,45.98,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",21/01/2017,Olivar,en tramite
77655-3813-DB,"LM Funding America, Inc.",contaminacion del aire,4.51,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,04/09/1998,Niquen,en tramite
91685-14697-OO,La Coipa,contaminacion de suelo,18.75,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",19/05/1999,Puqueldon,en tramite
38032-29020-HL,La Perla,contaminacion de la cadena trofica,36.45,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",19/04/1998,Lanco,en tramite
78129-88566-AD,SQM Salar,contaminacion del aire,40.2,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",28/09/2004,Osorno,en tramite
37411-67737-NM,PrimeEnergy Corporation,contaminacion de la cadena trofica,2.47,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",02/05/1988,Retiro,en tramite
55571-93045-AM,Silvercrest Asset Management Group Inc.,contaminacion del aire,9.99,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",19/03/2012,Putaendo,en tramite
83944-37799-LL,Kraton Corporation,contaminacion de suelo,36.51,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,20/05/1995,Quirihue,en tramite
73813-54097-JJ,Punta de Lobos - Kanita,contaminacion de la cadena trofica,16.99,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,02/07/2000,Lebu,en tramite
95944-52292-DM,Ojos del Salado,contaminacion de suelo,26.45,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",22/06/1972,San Pedro,en tramite
68997-5858-KA,"Adams Diversified Equity Fund, Inc.",contaminacion de suelo,9.71,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",26/11/1989,Ovalle,en tramite
74072-23316-HL,Maganeso III de Atacama,contaminacion del aire,9.75,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",16/05/2005,Galvarino,en tramite
61347-49068-MH,Arenal,contaminacion del aire,19.67,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,01/04/2015,Ancud,en tramite
80287-66329-GH,Pullalli,contaminacion del aire,33.71,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",13/02/2019,Renaico,en tramite
85415-38603-OF,"Chunghwa Telecom Co., Ltd.",contaminacion de suelo,40.83,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,08/10/2017,Tirua,en tramite
96172-24773-OG,Terreno Realty Corporation,contaminacion de la cadena trofica,35.88,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",22/09/1997,La Pintana,en tramite
19210-92810-IN,San Geronimo,contaminacion del aire,7.47,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",12/05/2019,Donihue,en tramite
56012-42551-GF,Tata Motors Ltd,contaminacion de la cadena trofica,46.22,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,18/08/1973,San Clemente,en tramite
77771-98674-NB,"Taiwan Fund, Inc. (The)",contaminacion del aire,2.13,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Mauris viverra diam vitae quam. Suspendisse potenti.",27/12/2015,Lo Barnechea,en tramite
47720-95514-FL,Los Bronces,contaminacion de la cadena trofica,32.75,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,18/01/2017,Antuco,en tramite
14311-6621-NO,Ivan,contaminacion de la cadena trofica,2.03,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",11/09/1991,Papudo,en tramite
61936-46172-FH,SQM Salar,contaminacion de suelo,20.58,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,06/10/2007,Quemchi,en tramite
21333-64303-IJ,Schwager,contaminacion del aire,14.76,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",10/04/2017,Pelluhue,en tramite
1257-91151-FD,"Vectrus, Inc.",contaminacion de la cadena trofica,43.17,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",19/04/1976,Puerto Octay,en tramite
24440-61636-DK,First Trust South Korea AlphaDEX Fund,contaminacion de suelo,48.8,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",31/12/2003,Mostazal,en tramite
17588-49701-MB,Moog Inc.,contaminacion de la cadena trofica,44.78,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",19/08/2019,Coinco,en tramite
77166-51616-LB,AmerisourceBergen Corporation (Holding Co),contaminacion del aire,9.35,Sed ante. Vivamus tortor. Duis mattis egestas metus.,20/03/2015,Frutillar,en tramite
18153-50129-ED,"Idera Pharmaceuticals, Inc.",contaminacion del aire,31.82,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,11/06/2017,La Higuera,en tramite
76388-52092-AB,Talcuna,contaminacion de la cadena trofica,22.47,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",26/10/1991,Los Muermos,en tramite
64941-96174-FO,Double Eagle Acquisition Corp.,contaminacion de suelo,22.64,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,24/05/2011,Putre,en tramite
90943-26197-BO,DRDGOLD Limited,contaminacion de suelo,32.4,In congue. Etiam justo. Etiam pretium iaculis justo.,01/11/2018,Puren,en tramite
48061-51779-KJ,"NextEra Energy, Inc.",contaminacion de la cadena trofica,20.55,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",18/07/1985,Hijuelas,en tramite
99668-60734-LD,"Herman Miller, Inc.",contaminacion del aire,44.98,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",17/06/1965,Cabo de Hornos,en tramite
23596-90236-NO,Las Cenizas,contaminacion del aire,2.52,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",07/03/1994,Taltal,en tramite
93736-24077-MB,Ivan,contaminacion de suelo,17.22,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,20/07/2007,Tierra Amarilla,en tramite
93060-93836-AK,Ministro Hales,contaminacion de suelo,12.08,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,01/11/1994,Buin,en tramite
91402-40586-MH,El Tesoro,contaminacion de la cadena trofica,1.85,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",07/07/2003,Tome,en tramite
